Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
Agag	亚甲	亞甲	Yàjiǎ	Nga-gaap	ˈeɪɡæɡ
Agagite 	亚甲族	亞甲族	Yàjiǎzú	Nga-gaap-juhk	ˈæɡʌɡaɪt
again and again	一次又一次	一次又一次	yī cì yòu yī cì	yāt chi yauh yāt chi	
"again get"	重获	重獲	chónghuò	chùhng-wohk	
again see	重见	重見	chóng jiàn	chùhng gin	
agama	彩虹飞蜥	彩虹飛蜥	cǎihóngfēixī	chói-hùhng-fēi-sīk	
Agana	阿加纳	阿加納	Ājiānà	A-gā-naahp	
agape (Greek word)	阿格配	阿格配	āgépèi	a-gaak-pui	
Agapé (name)	阿加佩	阿加佩	Ājiāpèi	A-gā-pui	
Agassiz	阿加西斯	阿加西斯	Ājiāxīsī	A-gā-sāi-sī	
age difference	年龄差距	年齡差距	niánlíng chājù	nìhn-lìhng chā-kéuih	
aged population	老年人口	老年人口	lǎonián rénkǒu	lóuh-nìhn yàhn-háu	
age of the earth	地球的年龄	地球的年齡	dìqiú de niánlíng	deih-kàuh dīk nìhn-lìhng	
aggravated robberies	持械行劫	持械行劫	chí xiè xíngjié	chìh haaih hàhng-gip	
aggressive (of cancer; spread quickly)	扩散得很快	擴散得很快	kuòsàn de hěn kuài	kong-saan dāk hán faai	ˌəɡɹˈɛsɪv
Agincourt	阿让库尔	阿讓庫爾	Āràngkù'ěr	A-yeuhng-fu-yíh	
agio; fee for changing money	兑换费	兌換費	duìhuàn fèi	deui-wuhn fai	
Agnes	阿格妮丝	阿格妮絲	Āgénīsī	A-gaak-nèih-sī	ˈæɡnɪs
Agnes; Agness	阿格尼丝	阿格尼絲	Āgénísī	A-gaak-nèih-sī	ˈæɡnɪs
Agnes Chan (CUHK psychologist)	陈瑞燕	陳瑞燕	Chén Ruìyàn	Chàhn Seuih-yin	
Agnew	阿格纽	阿格紐	Āgéniǔ	A-gaak-náu	
Agnès	阿涅丝	阿涅絲	Ānièsī	A-nihp-sī	
a good night's sleep	一夜好睡	一夜好睡	yīyèhǎoshuì	yāt-yeh-hóu-seuih	
Agostinho	阿戈什蒂纽	阿戈什蒂紐	Āgēshídìniǔ	A-gwō-sahm-dai-náu	
Agra	亚格拉	亞格拉	Yàgélā	Nga-gaak-lāai	ˈɑɡɹə
agreed on beforehand	预先约定	預先約定	yùxiān yuēdìng	yuh-sīn yeuk-dihng	
agree or not? (in a question)	同不同意	同不同意	tóngbùtóngyì	tùhng-bāt-tùhng-yi	
Agricola	阿格里科拉	阿格里科拉	Āgélǐkēlā	A-gaak-léih-fō-lāai	
agricultural reform	农业改革	農業改革	nóngyè gǎigé	nùhng-yihp gói-gaak	
Agrippa	亚基帕	亞基帕	Yàjīpà	Nga-gēi-paak	ʌɡɹˈɪpə
Aguilar	阿吉拉尔	阿吉拉爾	Ājílā'ěr	A-gāt-lāai-yíh	
Aguirre	阿吉雷	阿吉雷	Ājíléi	A-gāt-lèuih	
Agur	亚古珥	亞古珥	Yàgǔ'ěr	Nga-gú-yih	ˈeɪɡəː
Ahab	亚哈	亞哈	Yàhā	Nga-hā	ˈeɪhæb
Aharah	亚哈拉	亞哈拉	Yàhālā	Nga-hā-lāai	ʌhˈɑɹʌ
Aharoni (Biblical geography professor)	阿哈隆尼	阿哈隆尼	Āhālóngní	A-hā-lùhng-nèih	
Ahasbai	亚哈拜	亞哈拜	Yàhābài	Nga-hā-baai	ʌhˈæzbaɪ
Ahasuerus	亚哈随鲁	亞哈隨魯	Yàhāsuílǔ	Nga-hā-chèuih-lóuh	ʌhæsʊˈiɹəs
Ahava	亚哈瓦	亞哈瓦	Yàhāwǎ	Nga-hā-ngáh	ʌhˈeɪvʌ
Ahaz (father of Jarah)	雅拉	雅拉	Yǎlā	Ngáh-lāai	ˈeɪhæz
Ahaziah	亚哈谢	亞哈謝	Yàhāxiè	Nga-hā-jeh	eɪhəzˈaɪə
Ahaziah	约示巴	約示巴	Yuēshìbā	Yeuk-sih-bā	eɪhəzˈaɪə
Ahaz (king)	亚哈斯	亞哈斯	Yàhāsī	Nga-hā-sī	ˈeɪhæz
Ahban	亚办	亞辦	Yàbàn	Nga-baahn	ˈɑbæn
ahead of; before (someone or something)	以先	以先	yǐxiān	yíh-sīn	
Aher	亚赫	亞赫	Yàhè	Nga-hāk	ˈeɪhəː
A Hero Born (novel in Condor trilogy)	射雕英雄传	射雕英雄傳	Shèdiāo Yīngxióng Zhuàn	Seh-dīu Yīng-hùhng Jyuhn	
Ahi	亚希	亞希	Yàxī	Nga-hēi	ˈeɪhaɪ
Ahian	亚现	亞現	Yàxiàn	Nga-yihn	ʌhˈaɪæn
Ahijah	亚希雅	亞希雅	Yàxīyǎ	Nga-hēi-ngáh	ʌhˈaɪdʒʌ
Ahikam	亚希甘	亞希甘	Yàxīgān	Nga-hēi-gām	ʌhˈaɪkəm
Ahimaaz	亚希玛斯	亞希瑪斯	Yàxīmǎsī	Nga-hēi-máh-sī	ʌhˈɪmʌæz
Ahiman	亚希幔	亞希幔	Yàxīmàn	Nga-hēi-maahn	ʌhˈaɪmən
Ahimelech	亚希米勒	亞希米勒	Yàxīmǐlè	Nga-hēi-máih-lahk	ʌhˈɪməlɛk
Ahimoth	亚希摩	亞希摩	Yàxīmó	Nga-hēi-mō	ʌhˈaɪmɒθ
Ahinadab	亚希拿达	亞希拿達	Yàxīnádá	Nga-hēi-nàh-daaht	ʌhˈɪnədæb
Ahinoam	亚希暖	亞希暖	Yàxīnuǎn	Nga-hēi-nyúhn	ʌhˈɪnʌæm
Ahio	亚希约	亞希約	Yàxīyuē	Nga-hēi-yeuk	ʌhˈaɪəʊ
Ahira	亚希拉	亞希拉	Yàxīlā	Nga-hēi-lāai	ʌhˈaɪɹʌ
Ahithophel	亚希多弗	亞希多弗	Yàxīduōfú	Nga-hēi-dō-fāt	ʌhˈɪθəfɛl
Ahitub	亚希突	亞希突	Yàxītū	Nga-hēi-daht	ʌhˈaɪtʊb
Ahlab	亚黑拉	亞黑拉	Yàhēilā	Nga-hāk-lāai	ˈɑlæb
Ahladis	阿赫拉迪斯	阿赫拉迪斯	Āhèlādísī	A-hāk-lāai-dihk-sī	
Ahlai	亚莱	亞萊	Yàlái	Nga-lòih	ˈɑlaɪ
Ahmadabad	艾哈迈达巴德	艾哈邁達巴德	Àihāmàidábādé	Ngaaih-hā-maaih-daaht-bā-dāk	
Ahmed	艾哈迈德	艾哈邁德	Àihāmàidé	Ngaaih-hā-maaih-dāk	
Ahohi	亚合	亞合	Yàhé	Nga-hahp	ʌhˈəʊhaɪ
Ahonen	阿霍宁	阿霍寧	Āhuòníng	A-fok-nìhng	
Ahti	阿赫蒂	阿赫蒂	Āhèdì	A-hāk-dai	
a hundredfold	一百倍	一百倍	yībǎi bèi	yāt-baak púih	
a hundred percent (abbreviated)	百分百	百分百	bǎifēnbǎi	baak-fahn-baak	
Ahura	安格拉	安格拉	Āngélā	Ngōn-gaak-lāai	
Ahura	阿胡拉	阿胡拉	Āhúlā	A-wùh-lāai	
Ahzai	亚哈赛	亞哈賽	Yàhāsài	Nga-hā-choi	ˈɑzaɪ
Aiah	亚雅	亞雅	Yàyǎ	Nga-ngáh	ˈeɪjʌ
Aiath	艾押	艾押	Yìyā	Ngaaih-aat	ˈaɪæθ
Aibano	飨庭野	饗庭野	Xiǎngtíngyě	Héung-tìhng-yéh	
Aibek	艾别克	艾別克	Àibiékè	Ngaaih-biht-hāk	
Aichi (Japan prefecture)	爱知	愛知	Àizhī	Ngoi-jī	
Ai (city near Bethel)	艾城	艾城	Àichéng	Ngaaih-sìhng	ˈeɪaɪ
AIDS	艾滋病	艾滋病	àizībìng	ngaaih-jī-behng	
Aiguille du Midi	南针峰	南針峰	Nánzhēn Fēng	Nàahm-jām Fūng	
Aiguille du Midi (alternate translation)	阿格尔峰	阿格爾峰	Āgé'ěr Fēng	A-gaak-yíh Fūng	
Aihui District	爱辉区	愛輝區	Àihuī Qū	Ngoi-fāi Kēui	
Aija	艾雅	艾雅	Yìyǎ	Ngaaih-ngáh	ˈaɪdʒʌ
Aijalon	亚雅仑	亞雅崙	Yàyǎlún	Nga-ngáh-lèuhn	ˈaɪdʒʌlɒn
Aileen	艾莲	艾蓮	Àilián	Ngaaih-lìhn	
Aileu	阿伊莱乌	阿伊萊烏	Āyīláiwū	A-yī-lòih-wū	
Aili	艾莉	艾莉	Àilì	Ngaaih-leih	
Aimin District	爱民区	愛民區	Àimín Qū	Ngoi-màhn Kēui	
Ain	亚因	亞因	Yàyīn	Nga-yān	ˈeɪɪn
Ain	艾因	艾因	Àiyīn	Ngaaih-yān	ˈeɪɪn
Aina	艾娜	艾娜	Àinà	Ngaaih-nàh	
Ainaro	阿伊纳罗	阿伊納羅	Āyīnàluó	A-yī-naahp-lòh	
aineo (Greek verb praise)	艾内奥	艾內奧	àinèi'ào	ngaaih-noih-ou	
Ain Jalut	阿音扎鲁特	阿音扎魯特	Āyīnzhālǔtè	A-yām-jaat-lóuh-dahk	
Ainu (language)	阿伊努语	阿伊努語	Āyīnǔyǔ	A-yī-nóuh-yúh	
AirAsia (Malaysian-run budget airline)	亚洲航空	亞洲航空	Yàzhōu Hángkōng	Nga-jāu Hòhng-hūng	
Air France	法国航空公司	法國航空公司	Fǎguó Hángkōng Gōngsī	Faat-gwok Hòhng-hūng Gūng-sī	
Aizenberg	艾森贝格	艾森貝格	Àisēnbèigé	Ngaaih-sām-bui-gaak	
Akan	雅康	雅康	Yǎkāng	Ngáh-hōng	ˈeɪkæn
Akan (language)	阿肯语	阿肯語	Ākěnyǔ	A-háng-yúh	
Akeldama	亚革大马	亞革大馬	Yàgédàmǎ	Nga-gaak-daaih-máh	ʌkˈɛldəmʌ
Akesai (county, in Gansu)	阿克塞县	阿克塞縣	Ākèsāi Xiàn	A-hāk-choi Yún	
Akha (language)	阿卡语	阿卡語	Ākǎyǔ	A-kā-yúh	
Akhalkalaki	阿哈尔卡拉基	阿哈爾卡拉基	Āhā'ěrkǎlājī	A-hā-yíh-kā-lāai-gēi	
Akhaltsikhe	阿哈尔齐赫	阿哈爾齊赫	Āhā'ěrqíhè	A-hā-yíh-chàih-hāk	
Akha (people)	阿卡族	阿卡族	Ākǎzú	A-kā-juhk	
Akhisar	阿克希萨尔	阿克希薩爾	Ākèxīsà'ěr	A-hāk-hēi-saat-yíh	
Akhmedov	艾哈迈托夫	艾哈邁托夫	Àihāmàituōfū	Ngaaih-hā-maaih-tok-fū	
Akita	秋田	秋田	Qiūtián	Chāu-tìhn	
Akita City (Japan)	秋田市	秋田市	Qiūtián Shì	Chāu-tìhn Síh	
Akita Prefecture	秋田县	秋田縣	Qiūtián Xiàn	Chāu-tìhn Yún	
Akkad	阿卡得	阿卡得	Ākǎdé	A-kā-dāk	
Akkadian (Babylonian language)	阿卡德语	阿卡德語	Ākǎdéyǔ	A-kā-dāk-yúh	
Akkub	阿谷	阿谷	Āgǔ	A-gūk	ˈækəb
Akopyan	阿科皮扬	阿科皮揚	Ākēpíyáng	A-fō-pèih-yèuhng	
Akpakpa	阿帕帕	阿帕帕	Āpàpà	A-paak-paak	
Akqi (county, in Xinjiang)	阿合奇县	阿合奇縣	Āhéqí Xiàn	A-hahp-kèih Yún	
Akrabbim	亚克拉宾	亞克拉賓	Yàkèlābīn	Nga-hāk-lāai-bān	ækɹˈæbɪm
Akram	阿克拉姆	阿克拉姆	Ākèlāmǔ	A-hāk-lāai-móuh	
Akron	阿克伦	阿克倫	Ākèlún	A-hāk-lèuhn	
Akron (city in Ohio)	阿克伦市	阿克倫市	Ākèlún Shì	A-hāk-lèuhn Síh	ˈækɹɒn
Aksu (in Xinjiang)	阿克苏	阿克蘇	Ākèsū	A-hāk-sōu	
Aksu (in Xinjiang)	阿克苏市	阿克蘇市	Ākèsū Shì	A-hāk-sōu Síh	
Akto (county, in Xinjiang)	阿克陶县	阿克陶縣	Ākètáo Xiàn	A-hāk-tòuh Yún	
Akureyri	阿克雷里	阿克雷里	Ākèléilǐ	A-hāk-lèuih-léih	
Al	阿尔	阿爾	Ā'ěr	A-yíh	
al-Hakim	哈基姆	哈基姆	Hājīmǔ	Hā-gēi-móuh	
Al-Khwarizmi	花拉子密	花拉子密	Huālāzǐmì	Fā-lāai-jí-maht	
Alabama	亚拉巴马州	亞拉巴馬州	Yàlābāmǎ Zhōu	Nga-lāai-bā-máh Jāu	ˌæləbˈæmə
alabaster	雪花石	雪花石	xuěhuāshí	syut-fā-sehk	ˈæləbɑstɚ
Aladura	阿拉杜拉	阿拉杜拉	Ālādùlā	A-lāai-douh-lāai	
Alain	埃蓝	埃藍	Āilán	Āai-làahm	
Alain	阿阑	阿闌	Ālán	A-làahn	ælˈæn
Alamein	阿莱曼	阿萊曼	Āláimàn	A-lòih-maahn	
Alan	埃伦	埃倫	Āilún	Āai-lèuhn	
Alana	阿兰	阿蘭	Ālán	A-làahn	
Alana	阿兰娜	阿蘭娜	Ālánnà	A-làahn-nàh	
Aland	阿兰德	阿蘭德	Ālándé	A-làahn-dāk	
Aland (Kurt)	艾兰	艾蘭	Àilán	Ngaaih-làahn	
Alaotra	阿拉奥特拉	阿拉奧特拉	Ālā'àotèlā	A-lāai-ou-dahk-lāai	
Alarcón	艾拉孔	艾拉孔	Àilākǒng	Ngaaih-lāai-húng	
Alasehir	阿拉谢希尔	阿拉謝希爾	Ālāxièxī'ěr	A-lāai-jeh-hēi-yíh	
Alashankou (in Xinjiang)	阿拉山口	阿拉山口	Ālāshānkǒu	A-lāai-sāan-háu	
Alashankou (in Xinjiang)	阿拉山口市	阿拉山口市	Ālāshānkǒu Shì	A-lāai-sāan-háu Síh	
Alastair	阿拉斯特尔	阿拉斯特爾	Ālāsītè'ěr	A-lāai-sī-dahk-yíh	
Alastor	阿拉斯托	阿拉斯托	Ālāsītuō	A-lāai-sī-tok	
Alastor	阿拉斯托耳	阿拉斯托耳	Ālāsītuō'ěr	A-lāai-sī-tok-yíh	
Alba	阿尔巴	阿爾巴	Ā'ěrbā	A-yíh-bā	
Albaicin	阿尔拜辛	阿爾拜辛	Ā'ěrbàixīn	A-yíh-baai-sān	
Albanian (language)	阿尔巴尼亚语	阿爾巴尼亞語	Ā'ěrbāníyàyǔ	A-yíh-bā-nèih-nga-yúh	
Albany (New York)	奥尔巴尼	奧爾巴尼	Ào'ěrbāní	Ou-yíh-bā-nèih	
Albarracín	阿尔瓦拉辛	阿爾瓦拉辛	Ā'ěrwǎlāxīn	A-yíh-ngáh-lāai-sān	
Albert	艾伯特	艾伯特	Àibótè	Ngaaih-baak-dahk	
Albert	艾尔伯特	艾爾伯特	Ài'ěrbótè	Ngaaih-yíh-baak-dahk	
Albert	阿尔贝特	阿爾貝特	Ā'ěrbèitè	A-yíh-bui-dahk	
Alberta	艾伯塔	艾伯塔	Àibótǎ	Ngaaih-baak-taap	
Alberta	艾伯塔省	艾伯塔省	Àibótǎshěng	Ngaaih-baak-taap-sáang	ˌælbˈəːtə
Alberto	阿尔贝托	阿爾貝托	Ā'ěrbèituō	A-yíh-bui-tok	
Alberto	阿尔韦托	阿爾韋托	Ā'ěrwéituō	A-yíh-wáih-tok	
Albert (old translation)	阿尔拔	阿爾拔	Ā'ěrbá	A-yíh-baht	
Albigenses	阿尔比派	阿爾比派	Ā'ěrbǐpài	A-yíh-béi-paai	
Albrecht	奥布雷特	奧布雷特	Àobùléitè	Ou-bou-lèuih-dahk	
Albright	奥尔布赖特	奧爾布賴特	Ào'ěrbùlàitè	Ou-yíh-bou-laaih-dahk	
Alcaeus	阿尔凯奥斯	阿爾凱奧斯	Ā'ěrkǎi'àosī	A-yíh-hói-ou-sī	
Alcalá	阿尔卡拉	阿爾卡拉	Ā'ěrkǎlā	A-yíh-kā-lāai	
Alcalá de Henares	埃纳雷斯堡阿尔卡拉	埃納雷斯堡阿爾卡拉	Āinàléisībǎo Ā'ěrkǎlā	Āai-naahp-lèuih-sī-bóu A-yíh-kā-lāai	
Alchevsk	阿尔切夫斯克	阿爾切夫斯克	Ā'ěrqièfūsīkè	A-yíh-chit-fū-sī-hāk	
Alchevsk	阿尔切夫斯克市	阿爾切夫斯克市	Ā'ěrqièfūsīkè Shì	A-yíh-chit-fū-sī-hāk Síh	
Alcmene	阿尔克墨涅	阿爾克墨涅	Ā'ěrkèmòniè	A-yíh-hāk-mahk-nihp	
alcoholic beverages	酒精饮料	酒精飲料	jiǔjīng yǐnliào	jáu-jīng yám-líu	
alcoholic drinks; intoxicating beverages	酒精饮品	酒精飲品	jiǔjīng yǐnpǐn	jáu-jīng yám-bán	
Alcoholics Anonymous	嗜酒者互诫协会	嗜酒者互誡協會	Shìjiǔzhě Hù Jiè Xiéhuì	Si-jáu-jé Wuh Gaai Hip-wúi	
Alcáçovas	阿尔卡苏瓦什	阿爾卡蘇瓦什	Ā'ěrkǎsūwǎshí	A-yíh-kā-sōu-ngáh-sahm	
Aldeburgh	奥尔德堡	奧爾德堡	Ào'ěrdébǎo	Ou-yíh-dāk-bóu	
Aldona	阿尔东娜	阿爾東娜	Ā'ěrdōngnà	A-yíh-dūng-nàh	
Aldous	奥尔德斯	奧爾德斯	Ào'ěrdésī	Ou-yíh-dāk-sī	
Alec	亚历克	亞歷克	Yàlìkè	Nga-lihk-hāk	
Alejandro	亚历	亞歷	Yàlì	Nga-lihk	
Alejandro	亚历杭德罗	亞歷杭德羅	Yàlìhángdéluó	Nga-lihk-hòhng-dāk-lòh	
Aleko	阿列可	阿列可	Ālièkě	A-liht-hó	
Alekos	阿莱科斯	阿萊科斯	Āláikēsī	A-lòih-fō-sī	
Aleksandr	亚历克桑德	亞歷克桑德	Yàlìkèsāngdé	Nga-lihk-hāk-sōng-dāk	ælɛkzˈændɚ
Alemeth	阿勒篾	阿勒篾	Ālèmiè	A-lahk-miht	ˈæləmɛθ
aleph (Hebrew letter)	阿莱弗	阿萊弗	āláifú	a-lòih-fāt	
Aleppo	阿勒颇	阿勒頗	Ālèpō	A-lahk-pō	ˌəlˈɛpəʊ
<comp.> alert box	警告框	警告框	jǐnggàokuàng	gíng-gou-kwāang	
alert noise from a phone etc	响闹	響鬧	xiǎngnào	héung-naauh	
Alessandro	亚历山德罗	亞歷山德羅	Yàlìshāndéluó	Nga-lihk-sāan-dāk-lòh	
Aleut community	阿留申人	阿留申人	Āliúshēnrén	A-làuh-sān-yàhn	
Aleutian Islands	阿留申群岛	阿留申群島	Āliúshēn qúndǎo	A-làuh-sān kwàhn-dóu	
Aleut (language)	阿留申语	阿留申語	Āliúshēnyǔ	A-làuh-sān-yúh	
Alex	亚力	亞力	Yàlì	Nga-lihk	
Alex	亚历克斯	亞歷克斯	Yàlìkèsī	Nga-lihk-hāk-sī	
Alex	亚历斯	亞歷斯	Yàlìsī	Nga-lihk-sī	
Alex	艾利克斯	艾利克斯	Àilìkèsī	Ngaaih-leih-hāk-sī	
Alex	艾力克	艾力克	Àilìkè	Ngaaih-lihk-hāk	
Alex	艾力克斯	艾力克斯	Àilìkèsī	Ngaaih-lihk-hāk-sī	
Alexander; Alexandria	亚历山大	亞歷山大	Yàlìshāndà	Nga-lihk-sāan-daaih	ˌælɪɡzˈɑndɚ
Alexander (Czar)	阿历山大	阿歷山大	Ālìshāndà	A-lihk-sāan-daaih	
Alexander the Great	亚历山大大帝	亞歷山大大帝	Yàlìshāndà Dàdì	Nga-lihk-sāan-daaih Daaih-dai	
Alexandra	亚历山德拉	亞歷山德拉	Yàlìshāndélā	Nga-lihk-sāan-dāk-lāai	
Alexandra	亚历珊德拉	亞歷珊德拉	Yàlìshāndélā	Nga-lihk-sāan-dāk-lāai	
Alexandria	亚历山大城	亞歷山大城	Yàlìshāndà chéng	Nga-lihk-sāan-daaih sìhng	
Alexandria (city, old translation?)	亞歷山卓	亞歷山卓	Yàlìshānzhuó	Nga-lihk-sāan-cheuk	
Alexandria (modern name)	亚历山德莉亚	亞歷山德莉亞	Yàlìshāndélìyà	Nga-lihk-sāan-dāk-leih-nga	
Alexandria (wife of Russian Czar Nicholas II)	亚历山德拉	亞歷山德拉	Yàlìshāndélā	Nga-lihk-sāan-dāk-lāai	
Alexandrine Codex	亚历山大抄本	亞歷山大抄本	Yàlìshāndà chāoběn	Nga-lihk-sāan-daaih chāau-bún	
Alexandru	亞歷山德魯	亞歷山德魯	Yàlìshāndélǔ	Nga-lihk-sāan-dāk-lóuh	
Alexei	阿列克谢	阿列克謝	Ālièkèxiè	A-liht-hāk-jeh	
Alexia (Greek princess)	艾莉希亚	艾莉希亞	Àilìxīyà	Ngaaih-leih-hēi-nga	
Alexis	亚历克西	亞歷克西	Yàlìkèxī	Nga-lihk-hāk-sāi	
Alexius	亚历克塞	亞歷克塞	Yàlìkèsè	Nga-lihk-hāk-choi	
Alex (old translation)	阿历斯	阿歷斯	Ālìsī	A-lihk-sī	
Alfonso	阿方索	阿方索	Āfāngsuǒ	A-fōng-sok	
Alfred	艾尔弗雷德	艾爾弗雷德	Ài'ěrfúléidé	Ngaaih-yíh-fāt-lèuih-dāk	
Alfred	阿尔弗雷德	阿爾弗雷德	Ā'ěrfúléidé	A-yíh-fāt-lèuih-dāk	
Alfredo	阿尔弗雷多	阿爾弗雷多	Ā'ěrfúléiduō	A-yíh-fāt-lèuih-dō	ælfɹˈeɪdəʊ
Alfredo	阿法多	阿法多	Āfǎduō	A-faat-dō	
Alhambra	阿兰布拉	阿蘭布拉	Ālánbùlā	A-làahn-bou-lāai	
Alhambra (palace)	阿尔汗布拉宫	阿爾汗布拉宮	Ā'ěrhànbùlāgōng	A-yíh-hohn-bou-lāai-gūng	
Alhambra (palace)	阿尔罕布拉宫	阿爾罕布拉宮	Ā'ěrhǎnbùlāgōng	A-yíh-hón-bou-lāai-gūng	
Alhazen	阿尔哈曾	阿爾哈曾	Ā'ěrhācéng	A-yíh-hā-chàhng	
Ali	阿里	阿里	Ālǐ	A-léih	ˈæli
Alian District (in Kaohsiung)	阿莲区	阿蓮區	Ālián Qū	A-lìhn Kēui	
Ali Baba and the Forty Thieves	阿里巴巴和四十大盗	阿里巴巴和四十大盜	Ālǐ Bābā hé Sìshí Dà Dào	A-léih Bā-bā wòh Sei-sahp Daaih Douh	
Alicante	阿利坎特	阿利坎特	Ālìkǎntè	A-leih-hām-dahk	
Alice	艾丽斯	艾麗斯	Àilìsī	Ngaaih-laih-sī	
Alice	艾莉丝	艾莉絲	Àilìsī	Ngaaih-leih-sī	
Alice (old translation)	阿丽斯	阿麗斯	Ālìsī	A-laih-sī	
Alice Springs	艾丽斯斯普林斯	艾麗斯斯普林斯	Àilìsī-Sīpǔlínsī	Ngaaih-laih-sī-sī-póu-làhm-sī	
Alicia	艾丽西娅	艾麗西婭	Àilìxīyà	Ngaaih-laih-sāi-a	
Alide District	阿里地区	阿里地區	Ālǐde Qū	A-léih-deih Kēui	
Aliev	阿利耶夫	阿利耶夫	Ālìyēfū	A-leih-yèh-fū	
AliPay wallet	支付宝	支付寶	Zhīfùbǎo	Jī-fuh-bóu	
Alisa	雅丽莎	雅麗莎	Yǎlìshā	Ngáh-laih-sā	
Alisabel	艾丽莎	艾麗莎	Àilìshā	Ngaaih-laih-sā	
Alison	艾莉森	艾莉森	Àilìsēn	Ngaaih-leih-sām	
Alister	阿利斯特	阿利斯特	Ālìsītè	A-leih-sī-dahk	
Aliu	阿里尤	阿里尤	Ālǐyóu	A-léih-yàuh	
Aljian	阿尔安	阿爾安	Ā'ěr'ān	A-yíh-ngōn	
Allahabad	安拉阿巴德	安拉阿巴德	Ānlā'ābādé	Ngōn-lāai-a-bā-dāk	ˌæləhəbˈɑd
Allah (Arabic word for God)	安拉	安拉	Ānlā	Ngōn-lāai	ˈælə
(all along) certain to	终必	終必	zhōngbì	jūng-bīt	
Allammelech	亚拉米勒	亞拉米勒	Yàlāmǐlè	Nga-lāai-máih-lahk	ˌʌlˈæməlɛk
Allan; Alan; Allen	艾伦	艾倫	Àilún	Ngaaih-lèuhn	
all birds contending (?)	百鸟争鸣	百鳥爭鳴	bǎiniǎo-zhēngmíng	baak-níuh-jāng-mìhng	
<HK> all day; 24 hours	全日	全日	quánrì	chyùhn-yaht	
Allegheny	阿勒格尼	阿勒格尼	Ālègéní	A-lahk-gaak-nèih	
Allegheny (older translation)	亚利根尼	亞利根尼	Yàlìgēnní	Nga-leih-gān-nèih	
Allen	亚伦	亞倫	Yàlún	Nga-lèuhn	
Allenby	亚伦比	亞倫比	Yàlúnbǐ	Nga-lèuhn-béi	
Alleppey	阿勒皮	阿勒皮	Ālèpí	A-lahk-pèih	
all friends	各位朋友们	各位朋友們	gèwèi péngyoumen	gok-wái pàhng-yáuh-mùhn	
all got (of disease etc)	都得过	都得過	dōu déguo	dōu dāk-gwo	
Alliance (place in Ohio)	阿莱恩斯	阿萊恩斯	Ālái'ēnsī	A-lòih-yān-sī	ˌəlˈaɪəns
alligator	短吻鳄	短吻鱷	duǎnwěn'è	dyún-máhn-ngohk	ˈælɪɡeɪtɚ
Allison; Allyson	阿莉森	阿莉森	Ālìsēn	A-leih-sām	ˈælɪsɒn
all mankind	全人类	全人類	quánrénlèi	chyùhn-yàhn-leuih	
all nations (will) all	万国都	萬國都	wànguó dōu	maahn-gwok dōu	
Allon	亚隆	亞隆	Yàlóng	Nga-lùhng	ˈælɒn
allopurinol	别嘌呤醇	別嘌呤醇	biépiàolìngchún	biht-pīu-lìhng-sèuhn	
allopurinol (alternate translation)	安乐普利诺	安樂普利諾	ānlèpǔlìnuò	ngōn-lohk-póu-leih-nohk	
alloyed gold	合成金	合成金	héchéngjīn	hahp-sìhng-gām	
all peoples	万族	萬族	wànzú	maahn-juhk	
All Saints' Day	诸圣节	諸聖節	Zhūshèngjié	Jyū-sing-jit	
All Souls College (Oxford)	万灵学院	萬靈學院	Wàn Líng Xuéyuàn	Maahn Lìhng Hohk-yún	
all the days of one's life	有生之日	有生之日	yǒushēngzhīrì	yáuh-sāang-jī-yaht	
allude to (lit. indirect mention)	间接提到	間接提到	jiànjiē tídào	gaan-jip tàih-dou	
Alma	爱尔玛	愛爾瑪	Ài'ěrmǎ	Ngoi-yíh-máh	
Alma	艾尔玛	艾爾瑪	Ài'ěrmǎ	Ngaaih-yíh-máh	
Alma	阿尔玛	阿爾瑪	Ā'ěrmǎ	A-yíh-máh	
Alma (in Book of Mormon)	阿尔玛书	阿爾瑪書	Ā'ěrmǎshū	A-yíh-máh-syū	
Almaty	阿尔马特	阿爾馬特	Ā'ěrmǎtè	A-yíh-máh-dahk	
Almaty	阿拉木图	阿拉木圖	Ālāmùtú	A-lāai-muhk-tòuh	
Almeida	阿尔梅达	阿爾梅達	Ā'ěrméidá	A-yíh-mùih-daaht	
Almighty	全能者	全能者	Quánnéngzhě	Chyùhn-nàhng-jé	ˌʊəlmˈaɪti
Almodad	亚摩答	亞摩答	Yàmódá	Nga-mō-daap	ælmˈəʊdæd
Almondsbury	阿蒙兹伯里	阿蒙茲伯里	Āméngzībólǐ	A-mùhng-jī-baak-léih	
almond tree branch; offshoot of the almond tree	杏树枝	杏樹枝	xìngshùzhī	hahng-syuh-jī	
almost every day; most days	几乎天天	几乎天天	jīhū tiāntiān	gēi-fùh tīn-tīn	
almost zero	几乎为零	几乎為零	jīhū wéi líng	gēi-fùh wàih lìhng	
aloe plants	沉香树	沉香樹	chénxiāngshù	chàhm-hēung-syuh	
Alois	阿洛伊斯	阿洛伊斯	Āluòyīsī	A-lohk-yī-sī	
Alona	阿隆娜	阿隆娜	Ālóngnà	A-lùhng-nàh	
alone by oneself	独自一人	獨自一人	dúzìyīrén	duhk-jih-yāt-yàhn	
Alonso	阿隆索	阿隆索	Ālóngsuǒ	A-lùhng-sok	
