Word	Simplified	Traditional	Pinyin	Yale (provisional)	IPA
academic conference; seminar	学术研讨会	學術研討會	xuéshù yántǎohuì	hohk-seuht yìhn-tóu-wúi	
(academic) criticism (of Bible etc)	批判学	批判學	pīpànxué	pāi-pun-hohk	
academic dress	学位服	學位服	xuéwèifú	hohk-wái-fuhk	
academic entrepreneur	学术型企业家	學術型企業家	xuéshùxíng qǐyèjiā	hohk-seuht-yìhng kéih-yihp-gā	
academic exchange	学术交流	學術交流	xuéshù jiāoliú	hohk-seuht gāau-làuh	
academic fraud; academic malpractice	学术舞弊	學術舞弊	xuéshù wǔbì	hohk-seuht móuh-baih	
academic gown	学袍	學袍	xuépáo	hohk-pòuh	
academic institute	学术机构	學術機構	xuéshù jīgòu	hohk-seuht gēi-kau	
academicisation	学术化	學術化	xuéshùhuà	hohk-seuht-fa	
academic journal	学术期刊	學術期刊	xuéshù qīkān	hohk-seuht kèih-hōn	
academic knowledge	学术知识	學術知識	xuéshù zhīshi	hohk-seuht ji-sīk	
academic performance	学术表现	學術表現	xuéshù biǎoxiàn	hohk-seuht bíu-yihn	
academic publications	学术出版物	學術出版物	xuéshù chūbǎnwù	hohk-seuht chēut-báan-maht	
academic research	学术研究	學術研究	xuéshù yánjiū	hohk-seuht yìhn-gau	
academic researcher(s)	学术研究者	學術研究者	xuéshù yánjiūzhě	hohk-seuht yìhn-gau-jé	
academic spirit	学术精神	學術精神	xuéshù jīngshén	hohk-seuht jīng-sàhn	
academic-type	学术型	學術型	xuéshùxíng	hohk-seuht-yìhng	
academic writing	学术写作	學術寫作	xuéshù xiězuò	hohk-seuht sé-jok	
Academy of Agricultural Sciences; CAAS	农科院	農科院	Nóngkēyuàn	Nùhng-fō-yún	
Academy of Health Sciences	健康科学院	健康科學院	Jiànkāng Kēxuéyuàn	Gihn-hōng Fō-hohk-yún	
a calling that one has been granted as a favour	承蒙召唤	承蒙召喚	chéngméngzhàohuàn	sìhng-mùhng-jiuh-wuhn	
a calling that one has been granted as a favour	蒙召	蒙召	méngzhào	mùhng-jiuh	
Acanda	阿坎达	阿坎達	Ākǎndá	A-hām-daaht	
Acanfora	阿坎福拉	阿坎福拉	Ākǎnfúlā	A-hām-fūk-lāai	
a cappella	阿卡贝拉	阿卡貝拉	ākǎbèilā	a-kā-bui-lāai	
Acapulco	阿卡普尔科	阿卡普爾科	Ākǎpǔ'ěrkē	A-kā-póu-yíh-fō	
Acapulco (city)	阿卡普尔科市	阿卡普爾科市	Ākǎpǔ'ěrkē Shì	A-kā-póu-yíh-fō Síh	
<Budd.> acariya	阿阇梨	阿闍梨	āshélí	a-dōu-lèih	
Acarnania	阿卡纳尼亚	阿卡納尼亞	Ākǎnàníyà	A-kā-naahp-nèih-nga	
Accad	亚卡	亞卡	Yàkǎ	Nga-kā	ˈækhæd
accelerometer	加速规	加速規	jiāsùguī	gā-chūk-kwāi	
Accenture	埃森哲	埃森哲	Āisēnzhé	Āai-sām-jit	
acceptable time	悦纳的时候	悅納的時候	yuènà de shíhou	yuht-naahp dīk sìh-hauh	
accept adulation	受人抬举	受人抬舉	shòu rén táiju	sauh yàhn tòih-géui	
acceptance letter; offer letter	录取信	錄取信	lùqǔxìn	luhk-chéui-seun	
acceptance rate (at journal, college etc)	接收率	接收率	jiēshōu lǜ	jip-sāu leuht	
accept an invitation (to an event etc)	赴邀	赴邀	fùyāo	fuh-yīu	
accepted for study at (a university etc)	入读	入讀	rùdú	yahp-duhk	
accessibility (Web)	可访问性	可訪問性	kě fǎngwèn xìng	hó fóng-mahn sing	ˈəksˈɛsəbˈɪlɪti
<fashion> accessible/affordable luxury item	轻奢侈品	輕奢侈品	qīng shēchǐpǐn	hīng chē-chí-bán	
<fashion> accessible luxury	轻奢	輕奢	qīngshē	hīng-chē	
access one's bank account; use money on bank card	使用银行卡里的钱	使用銀行卡裡的錢	shǐyòng yínhángkǎ lǐ de qián	sái-yuhng ngàhn-hòhng-kā léih dīk chín	
<comp.> access rights	存取权	存取權	cúnqǔquán	chyùhn-chéui-kyùhn	
acciaccatura	短倚音	短倚音	duǎn yǐyīn	dyún yí-yām	
Acciai	阿西亚	阿西亞	Āxīyà	A-sāi-nga	
<mus.> accidental; sharp or flat (mark)	变音记号	變音記號	biànyīn jìhao	bin-yām gei-houh	
<phy.> accidental degeneracy	偶然简并	偶然簡併	ǒurán jiǎnbìng	ngáuh-yìhn gáan-bihng	
accidentally	意外地	意外地	yìwài de	yi-ngoih deih	ˌæksɪdˈɛntəli
accidentally tour at peak time	错峰游	錯峰遊	cuòfēngyóu	cho-fūng-yàuh	
accidently (do sthg) at peak time	错峰	錯峰	cuòfēng	cho-fūng	
Accola	阿科拉	阿科拉	Ākēlā	A-fō-lāai	
accommodate; contain; hold	容得下	容得下	róng dé xià	yùhng dāk hah	ˌəkˈɒmədeɪt
accommodation fee	住宿费	住宿費	zhùsùfèi	jyuh-sūk-fai	
accommodation service	住宿服务	住宿服務	zhùsù fúwù	jyuh-sūk fuhk-mouh	
accompany	陪护	陪護	péihù	pùih-wuh	ˌəkˈʌmpəni
accompany; have a sharing with	作伴	作伴	zuò bàn	jok buhn	ˌəkˈʌmpəni
accompany all the time	常伴	常伴	chángbàn	sèuhng-buhn	
accompanying	伴随着	伴隨著	bànsuízhe	buhn-chèuih-jyu	ˌəkˈʌmpənɪɪŋ
accompanying person; escort	陪护人	陪護人	péihùrén	pùih-wuh-yàhn	
accompany (of family members)	随居	隨居	suíjū	chèuih-gēui	ˌəkˈʌmpəni
accompany (person); play with (child)	陪陪	陪陪	péipéi	pùih-pùih	ˌəkˈʌmpəni
according (i.e. in accordance with some quantity etc)	照着	照著	zhàozhe	jiu-jyu	ˌəkˈɔːdɪŋ
according to taste; compassionate see compassion	仁者见仁	仁者見仁	rénzhějiànrén	yàhn-jé-gin-yàhn	
according to taste; compassionate see compassion and wise see wisdom	仁者见仁智者见智	仁者見仁智者見智	rénzhějiànrén zhìzhějiànzhì	yàhn-jé-gin-yàhn ji-jé-gin-ji	
according to taste; wise see wisdom	智者见智	智者見智	zhìzhějiànzhì	ji-jé-gin-ji	
according to the number of years	按年数	按年數	àn niánshù	on nìhn-sou	
according to the plan (?)	依计	依計	yījì	yī-gai	
Accorsi	阿科尔西	阿科爾西	Ākē'ěrxī	A-fō-yíh-sāi	
accounting, reckoning (variant form)	交账	交賬	jiāozhàng	gāau-jeung	
accounting fraud (lit. false accounts)	假账	假賬	jiǎ zhàng	gá jeung	
account number (of MSN etc)	账号	賬號	zhànghào	jeung-houh	
Accra	阿克拉	阿克拉	Ākèlā	A-hāk-lāai	ˌəkɹˈɑ
accretion (by black hole etc)	吸积	吸積	xījī	kāp-jīk	ˌəkɹˈiʃən
accretion disc	吸积盘	吸積盤	xījīpán	kāp-jīk-pùhn	
accrued expenses; accumulated cost	应计费用	應計費用	yīngjì fèiyòng	ying-gai fai-yuhng	
accuracy	精准度	精准度	jīngzhǔndù	jīng-jéun-douh	ˈækjəɹəsi
accuracy before speed (in language learning)	先准后快	先准後快	xiānzhǔnhòukuài	sīn-jéun-hauh-faai	
accuracy (rate)	准确率	准確率	zhǔnquèlǜ	jéun-kok-leuht	ˈækjəɹəsi
accurate and readable; accurate and easy to understand	准确易懂	準確易懂	zhǔnquè yìdǒng	jéun-kok yih-dúng	
accused of being	被指控为	被指控為	bèi zhǐkòng wéi	beih jí-hung wàih	
accused of being	被控为	被控為	bèi kòng wéi	beih hung wàih	
accuse of being	指控为	指控為	zhǐkòng wéi	jí-hung wàih	
Acebo	埃斯博	埃斯博	Āisībó	Āai-sī-bok	
Acelin	阿斯林	阿斯林	Āsīlín	A-sī-làhm	
acephate	乙酰甲胺磷	乙酰甲胺磷	yǐxiānjiǎ'ànlín	yuht-sīn-gaap-ngōn-lèuhn	
Acerra	阿塞拉	阿塞拉	Āsāilā	A-choi-lāai	
Achaia	亚该亚	亞該亞	Yàgāiyà	Nga-gōi-nga	əkˈeɪʌ
Achan	亚干	亞干	Yàgān	Nga-gōn	ˈeɪkəːn
Achao	阿乔	阿喬	Āqiáo	A-kìuh	
Achar	亚干	亞干	Yàgān	Nga-gōn	ˈeɪkɑ
Achard	阿沙尔	阿沙爾	Āshā'ěr	A-sā-yíh	
Acharki	阿查基	阿查基	Āchájī	A-chàh-gēi	
Acharya	阿查亚	阿查亞	Ācháyà	A-chàh-nga	
Acharya	阿查里雅	阿查里雅	Āchálǐyǎ	A-chàh-léih-ngáh	
Achatz	阿卡兹	阿卡茲	Ākǎzī	A-kā-jī	
Achbor	亚革波	亞革波	Yàgébō	Nga-gaak-bō	ˈækbɔːɹ
Achebe	阿契贝	阿契貝	Āqìbèi	A-kai-bui	
Acheng District	阿城区	阿城區	Āchéng Qū	A-sìhng Kēui	
Acheron	阿克龙	阿克龍	Ākèlóng	A-hāk-lùhng	
achieve desires (new-year greeting)	心想事成	心想事成	xīnxiǎngshìchéng	sām-séung-sih-sìhng	
Achille	阿基利	阿基利	Ājīlì	A-gēi-leih	
Achille	阿希尔	阿希爾	Āxī'ěr	A-hēi-yíh	
Achilles	阿喀琉斯	阿喀琉斯	Ākāliúsī	A-haak-làuh-sī	
Achilles	阿基里斯	阿基里斯	Ājīlǐsī	A-gēi-léih-sī	
Achim	亚金	亞金	Yàjīn	Nga-gām	ˈeɪkʊm
Achim	阿希姆	阿希姆	Āxīmǔ	A-hēi-móuh	ˈeɪkʊm
Achinese (language)	亚齐语	亞齊語	Yàqíyǔ	Nga-chàih-yúh	
Achinese (written language)	亚齐文	亞齊文	Yàqíwén	Nga-chàih-màhn	
Achish	亚吉	亞吉	Yàjí	Nga-gāt	ˈeɪkɪʃ
Achmad	阿克马德	阿克馬德	Ākèmǎdé	A-hāk-máh-dāk	
Acholi (language)	阿乔利语	阿喬利語	Āqiáolìyǔ	A-kìuh-leih-yúh	
Acholi (written language)	阿乔利文	阿喬利文	Āqiáolìwén	A-kìuh-leih-màhn	
Achor	亚割	亞割	Yàgē	Nga-got	ˈeɪkhɔː
a-choy; small lettuce	油麦菜	油麥菜	yóumàicài	yàuh-mahk-choi	
Achsah	押撒	押撒	Yāsā	Aat-saat	ˈæksʌ
Achshaph	押沙	押沙	Yāshā	Aat-sā	ˈækʃæf
Achshaph (old translation)	押煞	押煞	Yāshà	Aat-saat	ˈækʃæf
Aci	阿琪	阿琪	Āqí	A-kèih	
Acidalia	阿西达利亚	阿西達利亞	Āxīdálìyà	A-sāi-daaht-leih-nga	
acid reflux; gastric reflux	酸回流	酸回流	suān huíliú	syūn wùih-làuh	
Ackerman	阿克曼	阿克曼	Ākèmàn	A-hāk-maahn	
Ackermann function	阿克曼函数	阿克曼函數	Ākèmàn hánshù	A-hāk-maahn hàahm-sou	
Ackers; Akkers	阿克斯	阿克斯	Ākèsī	A-hāk-sī	
Ackery	阿克里	阿克里	Ākèlǐ	A-hāk-léih	
Acket	阿克特	阿克特	Ākètè	A-hāk-dahk	
Ackland	阿克兰	阿克蘭	Ākèlán	A-hāk-làahn	
Ackley	艾克利	艾克利	Àikèlì	Ngaaih-hāk-leih	
Ackley; Akili	阿克利	阿克利	Ākèlì	A-hāk-leih	
Ackroyd	艾克罗伊德	艾克羅伊德	Àikèluóyīdé	Ngaaih-hāk-lòh-yī-dāk	
Acloque	阿克洛克	阿克洛克	Ākèluòkè	A-hāk-lohk-hāk	
acne extraction	针清	針清	zhēnqīng	jām-chīng	
acne (scars)	痘印	痘印	dòuyìn	dauh-yan	ˈækni
acne (scars)	豆印	豆印	dòuyìn	dauh-yan	ˈækni
acne treatment cream	祛痘膏	祛痘膏	qūdòugāo	kēui-dauh-gōu	
Acosta	阿科斯塔	阿科斯塔	Ākēsītǎ	A-fō-sī-taap	
Acostaortega	阿科斯塔奥尔特加	阿科斯塔奧爾特加	Ākēsītǎ'ào'ěrtèjiā	A-fō-sī-taap-ou-yíh-dahk-gā	
Acott	埃科特	埃科特	Āikētè	Āai-fō-dahk	
A Counterblaste to Tobacco (1604)	反对烟草	反對煙草	Fǎnduì Yāncǎo	Fáan-deui Yīn-chóu	
acoustic fence; soundproof wall	隔音墙	隔音牆	géyīnqiáng	gaak-yām-chèuhng	
acoustic panel	吸音墙板	吸音牆板	xīyīn qiángbǎn	kāp-yām chèuhng-báan	
AC power supply	交流电源	交流電源	jiāoliú diànyuán	gāau-làuh dihn-yùhn	
Acquaviva	阿夸维瓦	阿誇維瓦	Ākuāwéiwǎ	A-kwā-wàih-ngáh	
acquired; learned (type)	习得性	習得性	xídéxìng	jaahp-dāk-sing	ˌəkwˈaɪəd
acquittal	判无罪	判無罪	pànwúzuì	pun-mòuh-jeuih	ˌəkwˈɪtəl
acquitted	无罪获释	無罪獲釋	wúzuì huòshì	mòuh-jeuih wohk-sīk	ˌəkwˈɪtɪd
Acreman; Eckerman; Eckermann; Eckman; Ekman	埃克曼	埃克曼	Āikèmàn	Āai-hāk-maahn	
Acre (place)	阿卡	阿卡	Ākǎ	A-kā	ˈeɪkɚ
A Critical Lexicon and Concordance to the English and Greek New Testament	新约英希文本考证词典及词语索引	新約英希文本考證詞典及詞語索引	Xīnyuē Yīng-Xī Wénběn Kǎozhèng Cídiǎn Jí Cíyǔ Suǒyǐn	Sān-yeuk Yīng-Hēi Màhn-bún Háau-jing Chìh-dín Kahp Chìh-yúh Sok-yáhn	
acrostic	离合体	離合體	líhétǐ	lèih-hahp-tái	ˌəkɹˈɒstɪk
acrostic poetry	离合诗	離合詩	líhéshī	lèih-hahp-sī	
acrylic (paint etc)	丙烯	丙烯	bǐngxī	bíng-hēi	ˌəkɹˈɪlɪk
Actaeon	阿克特翁	阿克特翁	Ākètèwēng	A-hāk-dahk-yūng	
act as	做为	做為	zuòwéi	jouh-wàih	
act as a memory aid (lit. help memory)	帮助记忆	幫助記憶	bāngzhù jìyì	bōng-joh gei-yīk	
actigraph (on wrist)	腕动计	腕動計	wàndòngjì	wún-duhng-gai	
Actinide series (on the periodic table)	锕系元素	錒系元素	Ā-xì yuánsù	Ā-haih yùhn-sou	
Actinocamax belemnite	星桩箭石	星樁箭石	xīng zhuāng jiànshí	sīng jōng jin-sehk	
actionable; workable	可操作	可操作	kě cāozuò	hó chōu-jok	
action film	动作片	動作片	dòngzuòpiàn	duhng-jok-pin	
action plan (commercial, governmental etc)	行动计划	行動計劃	xíngdòng jìhuà	hàhng-duhng gai-waahk	
action plan (governmental)	行动规划	行動規劃	xíngdòng guīhuá	hàhng-duhng kwāi-waahk	
actions back up what one says; words and deeds match	言行相称	言行相稱	yánxíng xiāngchèn	yìhn-hàhng sēung-ching	
actions speak louder than words	事实胜于雄辩	事實勝於雄辯	shìshí shèngyú xióngbiàn	sih-saht sing-yū hùhng-bihn	
actions speak louder than words	听其言不如观其行	聽其言不如觀其行	tīng qí yán bùrú guān qí xíng	ting kèih yìhn bāt-yùh gūn kèih hàhng	
actions speak louder than words	行动比言语更有力	行動比言語更有力	xíngdòng bǐ yányǔ gèng yǒulì	hàhng-duhng béi yìhn-yúh gang yáuh-lihk	
actions speak louder than words	行动比语言更有力	行動比語言更有力	xíngdòng bǐ yǔyán gèng yǒulì	hàhng-duhng béi yúh-yìhn gang yáuh-lihk	
actions speak louder than words	行动胜于雄辩	行動勝於雄辯	xíngdòng shèngyú xióngbiàn	hàhng-duhng sing-yū hùhng-bihn	
action unit; step	行动单元	行動單元	xíngdòng dānyuán	hàhng-duhng dāan-yùhn	
activate	积极化	積極化	jījíhuà	jīk-gihk-fa	
activation function (in neural network)	激活函数	激活函數	jīhuó hánshù	gīk-wuht hàahm-sou	
active dried yeast	活性干酵母	活性乾酵母	huóxìng gān jiàomǔ	wuht-sing gōn gaau-móuh	
active here and there (lit. east busy west busy)	东忙西忙	東忙西忙	dōngmáng-xīmáng	dūng-mòhng-sāi-mòhng	
active in learning; actively learn	主动地学习	主動地學習	zhǔdòng de xuéxí	jyú-duhng deih hohk-jaahp	
active learning	主动学习	主動學習	zhǔdòng xuéxí	jyú-duhng hohk-jaahp	
active parameter count	活跃参数量	活躍參數量	huóyuè cānshù liàng	wuht-yeuk sām-sou leuhng	
active vocabulary size	积极词汇量	積極詞彙量	jījí cíhuìliàng	jīk-gihk chìh-wuih-leuhng	
<netspeak> activity partner	搭子	搭子	dāzi	daap-jí	
activity room	活动室	活動室	huódòngshì	wuht-duhng-sāt	
act licentiously	行淫	行淫	xíngyín	hàhng-yàhm	
(act of) violent crime	暴力罪行	暴力罪行	bàolì zuìxíng	bouh-lihk jeuih-hàhng	
Acton	阿克顿	阿克頓	Ākèdùn	A-hāk-deuhn	
Acton (old translation)	艾唐	艾唐	Àitáng	Ngaaih-tòhng	
actor; activist	行动者	行動者	xíngdòngzhě	hàhng-duhng-jé	ˈæktɚ
Acts of Apostles	使徒行传	使徒行傳	Shǐtú Xíngzhuàn	si-tòuh-hàhng-jyuhn	
Acts of Apostles (book, Catholic version)	宗徒大事录	宗徒大事錄	Zōngtú Dàshìlù	Jūng-tòuh Daaih-sih-luhk	
Acts of (apostles etc)	行传	行傳	Xíngzhuàn	Hàhng-jyuhn	
Acts of Pilate (apocryphal)	彼拉多行传	彼拉多行傳	Bǐlāduō Xíngzhuàn	Béi-lāai-dō Hàhng-jyuhn	
actual effect; practical effect	实际效果	實際效果	shíjì xiàoguǒ	saht-jai haauh-gwó	
Acuff	阿卡夫	阿卡夫	Ākǎfū	A-kā-fū	
Acul	阿库尔	阿庫爾	Ākù'ěr	A-fu-yíh	
Acuna	阿库纳	阿庫納	Ākùnà	A-fu-naahp	
acute leukemia	急性白血病	急性白血病	jíxìng báixuèbìng	gāp-sing baahk-hyut-behng	
Acuña	阿库尼亚	阿庫尼亞	Ākùníyà	A-fu-nèih-nga	
Adab	阿代卜	阿代卜	Ādàibǔ	A-doih-būk	
Adad	阿达德	阿達德	Ādádé	A-daaht-dāk	
Adadah	亚大达	亞大達	Yàdàdá	Nga-daaih-daaht	ʌdˈeɪdʌ
Adah	亚黛	亞黛	Yàdài	Nga-doih	ˈeɪdɑ
Adaiah	亚大雅	亞大雅	Yàdàyǎ	Nga-daaih-ngáh	ʌdˈaɪʌ
Adaine	阿丹	阿丹	Ādān	A-dāan	
Adair; Adare	阿代尔	阿代爾	Ādài'ěr	A-doih-yíh	
Ada Lau (Phoenix TV)	刘芳	劉芳	Liú Fāng	Làuh Fōng	
Adalbert	阿德尔伯特	阿德爾伯特	Ādé'ěrbótè	A-dāk-yíh-baak-dahk	
Adalberto	阿德尔伯托	阿德爾伯托	Ādé'ěrbótuō	A-dāk-yíh-baak-tok	
Adalia; Adella; Ardella	阿黛拉	阿黛拉	Ādàilā	A-doih-lāai	ʌdˈeɪliʌ
Adama	艾达玛	艾達瑪	Àidámǎ	Ngaaih-daaht-máh	
Adama; Adamma	阿达玛	阿達瑪	Ādámǎ	A-daaht-máh	
Adamah	亚大玛	亞大瑪	Yàdàmǎ	Nga-daaih-máh	ˈædəmʌ
Adam (city)	亚当城	亞當城	Yàdāngchéng	Nga-dōng-sìhng	
Adamec	阿达梅茨	阿達梅茨	Ādáméicí	A-daaht-mùih-chìh	
Adami; Adamy	阿达米	阿達米	Ādámǐ	A-daaht-máih	
Adamivka	阿达米夫卡	阿達米夫卡	Ādámǐfūkǎ	A-daaht-máih-fū-kā	
Adam (modern)	阿达姆	阿達姆	Ādámǔ	A-daaht-móuh	
Adamos	阿达莫斯	阿達莫斯	Ādámòsī	A-daaht-mohk-sī	
Adamovych	阿达莫维奇	阿達莫維奇	Ādámòwéiqí	A-daaht-mohk-wàih-kèih	
Adam (person)	亚当	亞當	Yàdāng	Nga-dōng	
Adams	亚当斯	亞當斯	Yàdāngsī	Nga-dōng-sī	
Adams	阿当斯	阿當斯	Ādāngsī	A-dōng-sī	
Adamson	亚当森	亞當森	Yàdāngsēn	Nga-dōng-sām	
Adan	亚丹	亞丹	Yàdān	Nga-dāan	
Adana	亚达那	亞達那	Yàdánà	Nga-daaht-náh	
Adana	阿达纳	阿達納	Ādánà	A-daaht-naahp	
Adangme (language)	阿当梅语	阿當梅語	Ādāngméiyǔ	A-dōng-mùih-yúh	
Adangme (written language)	阿当梅文	阿當梅文	Ādāngméiwén	A-dōng-mùih-màhn	
Adao	阿道	阿道	Ādào	A-douh	
adapt	适配	適配	shìpèi	sīk-pui	ˌədˈæpt
adaptability (of person etc)	适应性能力	適應性能力	shìyìngxìng nénglì	sīk-ying-sing nàhng-lihk	ˈədˈæptəbˈɪlɪti
adaptive trait	适应器	適應器	shìyìngqì	sīk-ying-hei	
adapt to; adapt for	适配到	適配到	shìpèi dào	sīk-pui dou	
Adar	亚达月	亞達月	Yàdáyuè	Nga-daaht-yuht	ˈeɪdɑɹ
Adar	阿达尔	阿達爾	Ādá'ěr	A-daaht-yíh	ˈeɪdɑɹ
Adara; Adela; Adhrah	阿德拉	阿德拉	Ādélā	A-dāk-lāai	
Adara; Ardara	阿达拉	阿達拉	Ādálā	A-daaht-lāai	
Adato	阿达托	阿達托	Ādátuō	A-daaht-tok	
Adaya	阿达雅	阿達雅	Ādáyǎ	A-daaht-ngáh	
Adcock	阿德科克	阿德科克	Ādékēkè	A-dāk-fō-hāk	
Addabbo	阿达博	阿達博	Ādábó	A-daaht-bok	
add another	多加一个	多加一個	duō jiā yī ge	dō gā yāt go	
add any pretext you want (to unjust condemnation)	欲加之罪	欲加之罪	yùjiāzhīzuì	yuhk-gā-jī-jeuih	
Addar	亚达珥	亞達珥	Yàdá'ěr	Nga-daaht-yih	ˈædəː
Adda (river)	阿达河	阿達河	Ādá Hé	A-daaht Hòh	
add capacity	扩个容	擴個容	kuò ge róng	kong go yùhng	
add colour	添彩	添彩	tiāncǎi	tīm-chói	
add each other as friends (on social media)	互加好友	互加好友	hùjiā hǎoyǒu	wuh-gā hóu-yáuh	
add each other on WeChat	加个微信	加個微信	jiā ge Wēixìn	gā go Mèih-seun	
add each other (on WeChat etc)	互加	互加	hùjiā	wuh-gā	
Adden; Aden; Aten	阿登	阿登	Ādēng	A-dāng	
Addenbrooke's (hospital)	阿登布鲁克	阿登布魯克	Ādēngbùlǔkè	A-dāng-bou-lóuh-hāk	
Addeo	阿德奥	阿德奧	Ādé'ào	A-dāk-ou	
add friend (on social media)	加好友	加好友	jiā hǎoyǒu	gā hóu-yáuh	
add him (on QQ etc)	加他	加他	jiā tā	gā tā	
Addi	亚底	亞底	Yàdǐ	Nga-dái	ˈædaɪ
Addicks	阿迪克斯	阿迪克斯	Ādíkèsī	A-dihk-hāk-sī	
Addicott	阿迪科特	阿迪科特	Ādíkētè	A-dihk-fō-dahk	
addicted to Internet; have Internet addiction	上网成瘾	上網成癮	shàngwǎng chéngyǐn	séuhng-móhng sìhng-yáhn	
Addie	雅迪	雅迪	Yǎdí	Ngáh-dihk	
Addington	阿丁顿	阿丁頓	Ādīngdùn	A-dīng-deuhn	
Addinsell	阿丁塞	阿丁塞	Ādīngsè	A-dīng-choi	
Addinsell	阿丁塞尔	阿丁塞爾	Ādīngsài'ěr	A-dīng-choi-yíh	
add into	加进	加進	jiājìn	gā-jeun	
Addis Ababa	亚的斯亚贝巴	亞的斯亞貝巴	Yàdìsīyàbèibā	Nga-dīk-sī-nga-bui-bā	
Addis Ababa (alternate translation)	阿迪斯阿贝巴	阿迪斯阿貝巴	Ādísī'ābèibā	A-dihk-sī-a-bui-bā	
Addis Ababa (older translation)	阿的斯亚贝巴	阿的斯亞貝巴	Ādìsīyàbèibā	A-dīk-sī-nga-bui-bā	
Addison	艾迪生	艾迪生	Àidíshēng	Ngaaih-dihk-sāang	
additional learning needs	额外学习需求	額外學習需求	éwài xuéxí xūqiú	ngaahk-ngoih hohk-jaahp sēui-kàuh	
additional notes box (on a form)	附注栏	附註欄	fùzhùlán	fuh-jyu-làahn	
additional training	额外的培训	額外的培訓	éwài de péixùn	ngaahk-ngoih dīk pùih-fan	
Addley; Adley	阿德利	阿德利	Ādélì	A-dāk-leih	
add me on WeChat	加我微信	加我微信	jiā wǒ Wēixìn	gā ngóh Mèih-seun	
add more care; be more careful	多加小心	多加小心	duō jiā xiǎoxīn	dō gā síu-sām	
add notification (on social media etc)	添加通知	添加通知	tiānjiā tōngzhī	tīm-gā tūng-jī	
Addon	押丹	押丹	Yādān	Aat-dāan	ˈædɒn
add (people) to a group	拉群	拉群	lāqún	lāai-kwàhn	
address these issues; do something about it	处理这些问题	處理這些問題	chǔlǐ zhèixiē wèntí	chyúh-léih jéh-sē mahn-tàih	
adds; goes on to say; continues by saying	接着说	接著說	jiēzhe shuō	jip-jyu syut	
add (something, to a writing)	载有	載有	zǎiyǒu	joi-yáuh	
add subtitle/caption (to video/picture)	配字	配字	pèi zì	pui jih	
add subtitles (to a video)	配字幕	配字幕	pèi zìmù	pui jih-mohk	
add (to)	加增	加增	jiāzēng	gā-jāng	
add to (a list etc)	添加至	添加至	tiānjiā zhì	tīm-gā ji	
<HK> add-value machine (for topping up Octopus card)	增值机	增值機	zēngzhíjī	jāng-jihk-gēi	
add water a second time (in cooking etc)	再加水	再加水	zài jiā shuǐ	joi gā séui	
Addyman	阿迪曼	阿迪曼	Ādímàn	A-dihk-maahn	
Adeane	阿迪恩	阿迪恩	Ādí'ēn	A-dihk-yān	
a deeper level of meaning	深一层的意思	深一層的意思	shēn yī céng de yìsi	sām yāt chàhng dīk yi-sī	
Adel	阿德尔	阿德爾	Ādé'ěr	A-dāk-yíh	
Adelaida	阿德莱达	阿德萊達	Ādéláidá	A-dāk-lòih-daaht	
Adelaide	爱德莱德	愛德萊德	Àidéláidé	Ngoi-dāk-lòih-dāk	
Adelaide (Australia)	阿德莱德	阿德萊德	Ādéláidé	A-dāk-lòih-dāk	
Adelaide (Australia) (older version)	阿德雷德	阿德雷德	Ādéléidé	A-dāk-lèuih-dāk	
Adele	阿黛勒	阿黛勒	Ādàilè	A-doih-lahk	
Adele	阿黛尔	阿黛爾	Ādài'ěr	A-doih-yíh	
Adele	阿黛莱	阿黛萊	Ādàilái	A-doih-lòih	
Adelia; Ardelia	阿德利亚	阿德利亞	Ādélìyà	A-dāk-leih-nga	
Adelin	阿德林	阿德林	Ādélín	A-dāk-làhm	
Adelina	亚德莉娜	亞德莉娜	Yàdélìnà	Nga-dāk-leih-nàh	
Adelina	阿德利娜	阿德利娜	Ādélìnà	A-dāk-leih-nàh	
Adelina	阿德琳娜	阿德琳娜	Ādélínnà	A-dāk-làhm-nàh	
Adeline	爱德琳	愛德琳	Àidélín	Ngoi-dāk-làhm	
Adeline	艾德琳	艾德琳	Àidélín	Ngaaih-dāk-làhm	
Adeline	阿德琳	阿德琳	Ādélín	A-dāk-làhm	
Adelmann	阿德尔曼	阿德爾曼	Ādé'ěrmàn	A-dāk-yíh-maahn	
Adels	阿德尔斯	阿德爾斯	Ādé'ěrsī	A-dāk-yíh-sī	
Adelstein	阿德尔斯坦	阿德爾斯坦	Ādé'ěrsītǎn	A-dāk-yíh-sī-táan	
Adem	艾德姆	艾德姆	Àidémǔ	Ngaaih-dāk-móuh	
Aden	艾德恩	艾德恩	Àidé'ēn	Ngaaih-dāk-yān	
Adena	阿蒂娜	阿蒂娜	Ādìnà	A-dai-nàh	
Adena; Adina	艾迪娜	艾迪娜	Àidínà	Ngaaih-dihk-nàh	
